"string_rna_class","centroid_x","centroid_y"
"+RIBO18S",2273.85714286,2200.28571429
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2280.08,2404.04
"+RIBO18S",2280.25,3212
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2285.5,1975.5
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2296.20833333,3198.375
"+RIBO18S",2299,1641
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2309.5,2468
"+RIBO18S",2312.88888889,1512.33333333
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2337,715.25
"+RIBO18S",2336,2729
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2363.83333333,2141.83333333
"+RIBO18S",2364.5,671
"+RIBO18S",2367.125,679.5
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2377.5,1751.5
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2402.02857143,2541.48571429
"+RIBO18S",2404.66666667,1233.66666667
"+RIBO18S",2414.45454545,2054.45454545
"+RIBO18S",2417.5,2258.5
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2430.64423077,1425.24038462
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2456.8,371.5
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2491.5,1819
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2520.5,1114
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2535.5,2476
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2547.5,2817
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2551.33333333,1953
"+RIBO18S",2553.16666667,3055.66666667
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2567,2664.71428571
"+RIBO18S",2574.64285714,1702.64285714
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2610.15789474,231.894736842
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2623.33333333,2895.66666667
"+RIBO18S",2630.5952381,3161.35714286
"+RIBO18S",2636.25,763
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2641.9047619,1928.71428571
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2690,815
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2701.33333333,42.3333333333
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2725.875,630.875
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2738.5,1194.7
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2781.85714286,840.571428571
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2800.5,1344.25
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2815.9,8.4
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2841.5,2880
"+RIBO18S",2851.11111111,662.444444444
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2867.06666667,1831.33333333
"+RIBO18S",2870.25,1560.5
"+RIBO18S",2881.63636364,1362.72727273
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2919.90909091,996.363636364
"+RIBO18S",2929.6,1606.2
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2940.61290323,1836.29032258
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2979.2,1250.3
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2991.63636364,429.181818182
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2999.5,2774
"+RIBO18S",3002,1305.63636364
"+RIBO18S",3008.28571429,2969.57142857
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",3037.66666667,151.5
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",3052.64285714,1227.78571429
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",3080.75,586.25
"+RIBO18S",3089.5,1934
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",3102.21428571,2848.35714286
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",3136.66666667,3282.33333333
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",3213.9,1720.8
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",3254,3210
"+RIBO18S",3264.6,2442.2
"-NM",468,400
"+NM",2286.2,2912.4
"+NM",2765.66666667,891
"+NM",2201.5,3249
"+RIBO28S",1917,513
"+RIBO28S",2159.5,782
"+RIBO28S",820.8,1255.8
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_046235.1"
"+RIBO28S",2122,271
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_046235.1"
"+NM",1885.625,1687.25
"+NM,"NR_037625.1,NM_001113182.2
"+NM",606,439.333333333
"+NM",2099,1960.5
"-NM",1489.75,2995.25
"-NM",2040,1669.5
"+NM",1939.75,1664.4
"-NR",1188.66666667,529.333333333
"+RIBO28S",2563.42857143,434.714285714
"-NM",2498.73076923,530.038461538
"+NM",708.333333333,348.666666667
"+RIBO28S",2819.14285714,2652
"+NM,NR_027427.1","397
"-NM",2489,1384.11111111
"+RIBO28S",1578.46153846,1862.38461538
"-NM",2,0
"-NM",3119.5,2670.5
"-NM",1468.66666667,719
"+NM",2,3
"-NM",29,5
"+NM",2903.66666667,2975
"+NM",2628,880.5
"-NM",2,3
"+NM",2,0
"-NM",2,2
"-NM",2,0
"-NM",1941.66666667,3224.66666667
"+NR",2976.5,1623.5
"-NM","1380,1356
"-NM",1107,2468.5
"+NM",2098.5,1305
"+RIBO18S",1979.19047619,2194.57142857
"+RIBO12S",1.918162,709.153846154
"-NM",2,1
"+RIBO18S",2920.5,2801
"+NM",2,2
"+NM","2481,2110
"+NM","2481,2110
"+NM",1554,2497.5
"+RIBO28S",487.111111111,504.222222222
"+RIBO28S",NR_003287.2,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",810.2,3030
"+RIBO28S",NR_003287.2,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",NR_003287.2,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",1151.14285714,2666.92857143
"+RIBO28S",1174.25,1954.75
"+RIBO28S",NR_003287.2,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",NR_003287.2,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",NR_003287.2,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",NR_003287.2,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",NR_003287.2,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",2670.5,2171
"+RIBO28S",2771,2756
"+NM",2855.5,1575
"+RIBO28S",NR_003287.2,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",NR_003287.2,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",NR_003287.2,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+NM",2564,216.333333333
"+RIBO28S",2159.0625,1161.125
"+RIBO28S",616.333333333,2009.83333333
"+RIBO28S",1600.71428571,325.714285714
"+NM",906.5,421
"+NM","3059,3028
"+RIBO18S",1278.66666667,1914
"-NM",2,1
"+NM",2967.125,331.5
"+NM",1305.5,1878.4
"-NM",109.666666667,1646.66666667
"+NM,USP29,RN7SL1"
"+RIBO18S",748.75,1088
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+NR",2454,1887
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",3017,866
"+RIBO18S",1378.33333333,751.333333333
"+NM",1622.33333333,1830.33333333
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",2291.8046875,684.0390625
"+RIBO18S",3000.66666667,1262.66666667
"+RIBO18S",3188.8,1364.3
"+RIBO18S",414.75,354.75
"+RIBO18S",426.490566038,361.58490566
"+RIBO18S",601.763636364,166.236363636
"+RIBO18S",726.2,2165.4
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",1530.5,2400.22222222
"+RIBO18S",1785.20754717,623.603773585
"+RIBO18S",1797.88888889,3018.11111111
"+RIBO18S",2209.53125,2683.59375
"+RIBO18S",2934.3,2011.72857143
"+RIBO18S",3158.14285714,1497.42857143
"+RIBO18S",3261.71428571,1168.03571429
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",2547,1521.5
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",1526.8,2863.2
"-NM",NM_001165964.1,NM_001202435.1"
"+NM","112,112
"-NM",2132.5,845.5
"-NM",1558,854.5
"+NM",1452.5,926
"+NM",2,1
"-NM",693,529.5
"+NM",919,1516.5
"+RIBO18S",1731.66666667,2225
"+RIBO18S",NR_046235.1,NR_003286.2"
"+RIBO18S",3207.16666667,2318
"+RIBO18S",3178.66666667,1385.33333333
"+RIBO18S",737.454545455,1196.09090909
"+RIBO18S",937",4
"+RIBO18S",2235.69230769,3070.07692308
"+RIBO18S",NR_003286.2,NR_046235.1"
"+NM",65,0
"+RIBO18S",3014.25,421.7
"+NM",1375.6,1652
"+NM",2130.37142857,2690.37142857
"-NM",4,0
"+RIBO18S",2753,1935
"+NM",1868.8,38.4
"+NM",1331.5,111
"+NM",1926.5,1757
"-NM",885.333333333,1977.33333333
"+NM",NM_001130523.2,NM_001242891.1"
"+NM",NM_001130523.2,NM_001242891.1"
"+NM",1730,293.5
"+NM,NR_028406.1,NM_014164.5
"+RIBO28S",1297.2,570.2
"+RIBO28S",2837.2,481.4
"-NM",10,0
"+RIBO18S",1460.5,2732
"-NM","2329,2453
"+RIBO28S",3213.77358491,2131.62264151
"-NM",2815,208.5
"+NM",2057,863.5
"+NM",2279.5,1473.5
"+RIBO28S",2784.5,155
"-NR,NR_073570.1,NM_018394.3
"+NM",744.08,1720.96
"-NR",2947.5,2439.5
"+RIBO18S",743.5,2569.5
"+RIBO18S",1701.33333333,3161.33333333
"+RIBO18S",2706.85714286,876
"+RIBO18S",2920,1443.5
"+RIBO18S",1460.57142857,81
"-NM",1430.5,3058.5
"+RIBO28S",1802,1301.5
"+RIBO28S",3155,2996.5
"+NM",699,532.5
"+RIBO28S",2864.66666667,903.333333333
"+RIBO28S",412.818181818,570.545454545
"+RIBO28S",1431.66666667,2963.5
"+RIBO28S",1482.66666667,1667.33333333
"+RIBO28S",1531.5,718.5
"+RIBO28S",1569.33333333,868.75
"+RIBO28S",2774,329.333333333
"+RIBO28S",2921.77777778,2642.33333333
"+NM,NM_145663.2","805
"-NM","NM_172216.1,NM_006549.3
"-NR",1864.5,675
"+NM",NM_001142699.1,NM_001142700.1
"+NM",721.5,605
"-NM",1389.5,1937
"-NM",2771.33333333,1700.33333333
"-NM",2,1
"+NM",2,2
"+NM",663.5,1620
"+NM",1096,2665
"-NM",881.5,409.5
"+RIBO18S",1907.85,1986.9
"-NM",833,2752
"+NM",3,1
"-NM",2978.8,2689.6
"-NM",1144,1058.5
"-NM",2930.5,2136.5
"-NM",1785,1933
"+NM",1583.77083333,2955.125
"-NM","NM_014707.1,NM_001204146.1
"+NM",3,1
"-NM",3053.33333333,498.666666667
"-NM",1426.03846154,1325.07692308
"+NM",NM_001098173.1,NM_001098173.1"
"+NM,728419,728405
"-NM",1284.5,128
"-NM",1956,1811.5
"+NM",NM_002385.2,NM_001025081.1
"-NR",1349.33333333,1706
"+RIBO18S",1752.33333333,2583.83333333
"+RIBO18S",NR_003286.2,NR_046235.1"
"+RIBO18S",2058,2696
"+RIBO18S",NR_003286.2,NR_046235.1"
"+RIBO18S",1649,2543.81818182
"+RIBO18S",NR_003286.2,NR_046235.1"
"+RIBO18S",2098.5,183.5
"+RIBO18S",NR_003286.2,NR_046235.1"
"+RIBO18S",2419.81818182,1752.27272727
"-NM",3,3
"+NM",2762.5,1960
"-NM","4854,3796"
"+NR",NR_045862.1,NR_028407.2"
"+RIBO18S",1498.44444444,2685.77777778
"+NM",1533,1334
"+NM",NM_000227.3,NM_001127718.1"
"+NM,"NR_037193.1,NM_001012664.2
"+RIBO18S",614.576923077,310.846153846
"+RIBO18S",844.333333333,290.5
"+RIBO18S",1983.8,2863.73333333
"+NM",4,1
"+RIBO18S",2793.42857143,1326
"+NM",2834.33333333,2732.66666667
"-NM",1663.25,2767.75
"+NR",NR_046255.1,NR_046252.1
"-RIBO18S",NR_003286.2,NR_046235.1"
"+NM",3,2
"+NM",733.333333333,3031.33333333
"-NM",791.666666667,607
"+NM",2,5
"+RIBO18S",1849.09708738,382.961165049
"+RIBO28S",2504.30769231,2718.76923077
"-NR",1207,1109.5
"+NM",1513,1898.75
"+NM","1442,1357
"-NM",1293.5,109
"+RIBO28S",939.666666667,1119.66666667
"+RIBO28S",2989.5,1589
"+NM",+","NM_001123168.1
"-NM",930,2102.5
"-NM",1317.5,2406.5
"+NM",14,3
"+NR",1189.5,427.65
"-NM",1655.5,1348.5
"-NM",2742.5,2259.5
"+NM",2120.5,891.5
"+RIBO28S",NR_003287.2,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",NR_003287.2,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_046235.1"
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_046235.1"
"+RIBO28S",NR_046235.1,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+NM",4,0
"+RIBO18S",1885,2514.5
"-RIBO18S",NR_003286.2,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"-RIBO18S",NR_003286.2,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"-NM",3142.5,2205
"+NM",2200.203125,1761.015625
"+RIBO18S",1587.75,750.75
"+RIBO18S",1696.5,2494
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_003286.2,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_003286.2,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_003286.2,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_003286.2,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_003286.2,NR_046235.1"
"+RIBO18S",1977,878.5
"+RIBO18S",NR_046235.1,NR_003286.2"
"+RIBO18S",NR_003286.2,NR_046235.1"
"+RIBO18S",NR_003286.2,NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",724.538461538,2346.61538462
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",1682.28571429,3144.35714286
"+RIBO18S",2074,1153.23076923
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+NM",1863.66666667,1629.33333333
"-NM",4,6
"+NM,NM_001244973.1,NM_003873.5
"+NR",1378.66666667,229
"-NM",1461.6,1751.8
"+RIBO18S",2094.8,2161.8
